,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed
776,anjiang,100,CN,1579480651,82,42.73,27.32,110.1,2.21
777,dillon,1,US,1579480651,57,53.6,34.42,-79.37,5.82
778,pa sang,0,TH,1579480651,87,75.0,18.53,98.94,0.47
779,namibe,29,AO,1579480651,86,74.66,-15.2,12.15,8.28
780,peabiru,48,BR,1579480651,69,80.01,-23.91,-52.34,2.24
781,galle,84,LK,1579480651,84,79.45,6.04,80.22,11.77
782,elat,0,IL,1579480651,58,53.6,29.56,34.95,5.32
783,gravdal,100,NO,1579480651,93,40.89,68.12,13.5,46.48
784,ribeira grande,96,PT,1579480651,83,59.4,38.52,-28.7,16.37
785,klaksvik,100,FO,1579480651,93,48.2,62.23,-6.59,8.05
786,east london,100,ZA,1579480651,74,67.15,-33.02,27.91,17.45
787,agadez,0,NE,1579480646,37,52.27,19.75,10.25,3.36
788,saint-francois,14,FR,1579480651,86,37.0,46.42,3.91,6.93
789,port-gentil,2,GA,1579480652,74,81.93,-0.72,8.78,5.61
790,calamar,29,CO,1579480652,74,80.6,10.25,-74.91,6.93
791,foumban,56,CM,1579480652,52,68.74,5.73,10.9,4.43
792,airai,10,TL,1579480652,58,75.94,-8.93,125.41,2.71
793,sambava,100,MG,1579480652,98,73.74,-14.27,50.17,1.57
794,nelson bay,71,AU,1579480652,69,91.0,-32.72,152.15,11.41
795,kirakira,29,SB,1579480652,68,83.16,-10.45,161.92,5.68
796,bonthe,57,SL,1579480652,84,77.85,7.53,-12.51,6.85
797,garissa,42,KE,1579480652,78,76.44,-0.45,39.64,9.24
798,severodvinsk,90,RU,1579480652,92,6.8,64.56,39.83,6.71
799,huadian,100,CN,1579480652,95,8.89,42.96,126.75,0.89
800,new norfolk,75,AU,1579480652,59,64.99,-42.78,147.06,10.29
801,bandarbeyla,29,SO,1579480652,75,76.26,9.49,50.81,17.76
802,carauari,85,BR,1579480653,94,75.56,-4.88,-66.9,1.95
803,mehamn,100,NO,1579480641,94,28.92,71.04,27.85,21.07
804,laguna,20,US,1579480653,81,50.0,38.42,-121.42,3.36
805,mount gambier,100,AU,1579480653,82,60.8,-37.83,140.77,20.8
806,galesong,20,ID,1579480653,88,82.4,-5.32,119.37,4.7
807,maragogi,73,BR,1579480363,75,81.01,-9.01,-35.22,11.45
808,rio grande,32,BR,1579480653,85,73.58,-32.03,-52.1,18.77
809,jacmel,0,HT,1579480653,61,82.4,18.23,-72.53,16.11
810,arlit,0,NE,1579480494,22,61.12,18.74,7.39,7.54
811,sawtell,75,AU,1579480653,69,84.0,-30.38,153.1,11.41
812,saint-augustin,100,CA,1579480653,85,9.07,51.23,-58.65,10.04
813,yenagoa,7,NG,1579480653,79,76.42,4.92,6.26,2.68
814,amapa,67,BR,1579480654,98,73.29,1.0,-52.0,3.4
815,belmonte,7,BR,1579480654,83,78.8,-15.86,-38.88,3.36
816,itoman,75,JP,1579480654,67,62.6,26.12,127.67,4.7
817,tual,37,ID,1579480654,81,82.74,-5.67,132.75,16.78
818,ugoofaaru,88,MV,1579480654,78,82.42,5.67,73.0,16.22
819,pisco,75,PE,1579480654,78,73.4,-13.7,-76.22,16.11
820,brae,100,GB,1579480654,93,48.2,60.4,-1.35,35.57
821,shingu,40,JP,1579480654,57,48.2,33.73,135.98,11.41
822,tuatapere,82,NZ,1579480655,93,59.0,-46.13,167.68,5.99
823,camacha,40,PT,1579480655,72,60.8,33.08,-16.33,10.29
824,ballina,75,AU,1579480655,70,90.0,-28.87,153.57,8.05
825,korla,1,CN,1579480391,90,15.01,41.76,86.15,1.99
826,vanimo,92,PG,1579480655,79,82.13,-2.67,141.3,15.5
827,saint anthony,90,US,1579480655,78,12.2,45.02,-93.22,6.93
828,ukiah,1,US,1579480655,62,54.0,39.15,-123.21,4.0
829,port macquarie,100,AU,1579480655,69,88.0,-31.43,152.92,4.7
830,zhytomyr,0,UA,1579480655,87,26.02,50.26,28.68,5.26
831,namatanai,87,PG,1579480655,91,77.97,-3.67,152.43,10.02
832,ostrovnoy,2,RU,1579480655,83,4.24,68.05,39.51,13.56
833,hami,1,CN,1579480656,53,15.55,42.8,93.45,5.3
834,charters towers,3,AU,1579480656,44,93.22,-20.1,146.27,10.49
835,maniitsoq,99,GL,1579480656,86,12.88,65.42,-52.9,13.09
836,stornoway,100,GB,1579480656,87,50.0,58.21,-6.39,17.22
837,acapulco,20,MX,1579480637,74,84.2,16.86,-99.89,8.05
838,dingle,71,PH,1579480639,90,75.43,11.0,122.67,11.68
839,baykit,100,RU,1579480656,98,-3.44,61.67,96.37,2.77
840,sao filipe,0,CV,1579480656,78,70.38,14.9,-24.5,8.77
841,pozo colorado,48,PY,1579480656,54,87.62,-23.49,-58.8,4.16
842,lerwick,100,GB,1579480656,93,48.2,60.15,-1.15,34.45
843,boddam,98,GB,1579480656,92,46.99,57.47,-1.78,2.24
844,deputatskiy,0,RU,1579480641,82,-24.12,69.3,139.9,4.0
845,oriximina,68,BR,1579480657,73,81.86,-1.77,-55.87,3.02
846,hualmay,41,PE,1579480657,79,70.84,-11.1,-77.61,6.13
847,novoshcherbinovskaya,0,RU,1579480657,75,30.04,46.48,38.65,7.99
848,borovoy,90,RU,1579480657,84,-0.4,55.43,86.08,8.95
849,roald,75,NO,1579480657,81,46.99,62.58,6.13,23.04
850,qaqortoq,88,GL,1579480657,36,12.2,60.72,-46.03,5.82
851,iracoubo,50,GF,1579480657,81,79.14,5.48,-53.2,19.3
852,yamethin,81,MM,1579480657,45,60.67,20.43,96.15,4.72
853,provideniya,90,RU,1579480657,92,19.4,64.38,-173.3,13.42
854,sinop,17,TR,1579480657,70,40.19,41.77,34.87,8.5
855,suba,59,PH,1579480657,80,80.53,10.84,121.01,27.76
856,minab,40,IR,1579480657,87,55.4,27.15,57.08,4.7
857,yulara,35,AU,1579480633,23,84.2,-25.24,130.99,18.34
858,mamontovo,82,RU,1579480658,100,-7.92,52.71,81.62,7.02
859,norman wells,20,CA,1579480644,76,-11.2,65.28,-126.83,2.86
860,afsin,100,TR,1579480658,97,19.72,38.25,36.91,3.56
861,souillac,75,MU,1579480658,88,80.6,-20.52,57.52,2.24
862,lakselv,100,NO,1579480658,78,26.6,70.05,24.97,26.4
863,petropavlovsk-kamchatskiy,0,RU,1579480658,70,1.4,53.05,158.65,6.71
864,rivera,2,UY,1579480658,50,78.28,-30.91,-55.55,5.97
865,naze,75,JP,1579480631,63,60.8,28.37,129.48,5.82
866,faanui,98,PF,1579480658,78,81.52,-16.48,-151.75,11.52
867,vanavara,100,RU,1579480658,95,2.03,60.34,102.28,9.82
868,broken hill,75,AU,1579480658,52,69.8,-31.95,141.43,19.46
869,kyzyl-suu,100,KG,1579480658,59,21.74,42.34,78.0,5.68
870,bobcaygeon,1,CA,1579480658,78,12.99,44.55,-78.54,9.17
871,caravelas,21,BR,1579480659,80,80.11,-17.71,-39.25,8.1
872,emerald,40,AU,1579480659,58,87.01,-23.53,148.17,13.87
873,new waterford,90,US,1579480659,78,17.01,40.85,-80.61,10.29
874,mancora,50,PE,1579480659,100,62.6,-4.11,-81.05,13.87
875,pringsewu,62,ID,1579480659,94,74.05,-5.36,104.97,1.97
876,chokurdakh,100,RU,1579480659,97,-25.24,70.63,147.92,3.18
877,plastun,18,RU,1579480659,70,12.16,44.76,136.29,6.82
878,nanortalik,100,GL,1579480659,70,24.84,60.14,-45.24,32.19
879,sobolevo,50,RU,1579480659,89,31.95,54.43,31.9,9.24
880,porto santo,40,PT,1579480659,72,60.8,33.07,-16.34,10.29
881,lompoc,90,US,1579480659,71,63.0,34.64,-120.46,6.93
882,christchurch,64,NZ,1579480526,68,71.01,-43.53,172.63,10.29
883,kashi,20,CN,1579480660,67,19.4,39.45,75.98,8.95
884,tecoanapa,37,MX,1579480660,60,84.42,16.52,-98.75,4.34
885,kampot,40,KH,1579480660,78,78.8,10.62,104.18,3.36
886,sao miguel do araguaia,36,BR,1579480660,69,79.16,-13.28,-50.16,1.5
887,kurilsk,100,RU,1579480660,75,25.21,45.23,147.88,7.43
888,uray,0,RU,1579480660,87,-6.09,60.12,64.78,2.06
889,yar-sale,88,RU,1579480660,97,0.73,66.83,70.83,7.36
890,pangnirtung,96,CA,1579480660,90,-17.3,66.15,-65.71,2.93
891,xinqing,100,CN,1579480660,98,-2.74,48.23,129.5,1.16
892,kilindoni,100,TZ,1579480660,80,82.76,-7.91,39.67,17.34
893,necochea,0,AR,1579480660,68,75.0,-38.55,-58.74,4.0
894,gladstone,30,AU,1579480660,55,89.6,-23.85,151.25,12.75
895,araouane,0,ML,1579480661,17,62.89,18.9,-3.53,5.95
896,ixtapa,40,MX,1579480636,83,79.0,20.7,-105.2,9.17
897,lexington,90,US,1579480611,73,23.0,37.99,-84.48,12.75
898,ranong,0,TH,1579480661,65,82.4,9.97,98.63,5.82
899,kjollefjord,100,NO,1579480661,96,29.86,70.95,27.35,19.48
900,coihueco,83,CL,1579480661,44,78.8,-36.62,-71.83,10.29
901,izhmorskiy,100,RU,1579480661,96,-3.77,56.19,86.64,6.98
902,pirai do sul,29,BR,1579480661,99,69.01,-24.53,-49.95,4.0
903,paamiut,100,GL,1579480633,90,14.5,61.99,-49.67,12.5
904,creel,0,MX,1579480661,46,57.42,27.75,-107.63,4.7
905,ippy,100,CF,1579480661,25,72.72,6.27,21.22,7.11
906,arraial do cabo,75,BR,1579480661,69,77.0,-22.97,-42.03,8.05
907,mehriz,20,IR,1579480661,81,35.6,31.59,54.43,6.93
908,puerto maldonado,20,PE,1579480661,100,33.8,-12.6,-69.18,5.82
909,mirabad,100,AF,1579480662,56,48.33,30.44,61.84,2.8
910,westport,1,US,1579480646,51,37.0,41.14,-73.36,9.17
911,vostok,100,RU,1579480662,95,4.95,46.49,135.88,2.37
912,comodoro rivadavia,20,AR,1579480540,45,82.4,-45.87,-67.5,12.5
913,huilong,0,CN,1579480662,75,46.0,31.81,121.66,3.6
914,oparino,100,RU,1579480662,97,32.25,59.85,48.28,8.97
915,panzhihua,0,CN,1579480662,72,36.77,26.59,101.71,1.25
916,harper,42,LR,1579480662,91,77.05,4.38,-7.72,2.37
917,vysokogornyy,91,RU,1579480662,99,-4.61,50.12,139.15,1.25
918,hasaki,20,JP,1579480633,80,43.0,35.73,140.83,3.36
919,bengkulu,89,ID,1579480662,90,73.94,-3.8,102.27,3.47
920,bereznik,97,RU,1579480662,96,19.49,62.86,42.71,3.76
921,ogaminana,23,NG,1579480663,28,74.66,7.59,6.22,2.24
922,oltina,90,RO,1579480663,86,35.01,44.17,27.67,6.93
923,shigony,93,RU,1579480663,93,24.51,53.39,48.68,7.31
924,miles city,1,US,1579480663,66,14.0,46.41,-105.84,6.93
925,viedma,0,AR,1579480576,46,67.37,-40.81,-63.0,12.48
926,omboue,67,GA,1579480663,88,75.99,-1.57,9.26,1.32
927,marovoay,20,MG,1579480663,94,78.8,-16.1,46.63,9.17
928,oranjemund,0,NA,1579480663,84,62.87,-28.55,16.43,7.45
929,hobyo,90,SO,1579480663,80,74.59,5.35,48.53,13.44
930,havoysund,75,NO,1579480663,93,33.8,71.0,24.66,25.28
931,nemuro,75,JP,1579480663,79,24.8,43.32,145.57,5.82
932,rock sound,17,BS,1579480664,66,73.89,24.9,-76.2,7.02
933,nador,75,MA,1579480615,71,53.6,35.17,-2.93,11.41
934,isangel,88,VU,1579480664,81,75.96,-19.55,169.27,16.2
935,alliance,90,US,1579480664,72,17.01,40.92,-81.11,4.7
936,mullingar,50,IE,1579480664,86,39.2,53.53,-7.35,13.87
937,kamaishi,75,JP,1579480664,100,33.8,39.27,141.88,1.12
938,port augusta,75,AU,1579480664,68,68.0,-32.5,137.77,21.92
939,kedrovyy,75,RU,1579480664,77,5.0,56.17,91.82,11.18
940,lorengau,37,PG,1579480652,73,83.88,-2.02,147.27,18.57
941,livingston,90,GB,1579480664,80,44.01,55.9,-3.52,14.99
942,fort-shevchenko,100,KZ,1579480664,87,27.63,44.51,50.26,8.68
943,castro,54,BR,1579480665,98,64.4,-24.79,-50.01,7.67
944,ramat yishay,4,IL,1579480665,77,54.34,32.7,35.18,11.99
945,verkhnetulomskiy,75,RU,1579480665,84,-0.4,68.61,31.8,2.24
946,karlstad,94,SE,1579480665,100,30.0,59.38,13.5,4.7
947,puerto quijarro,20,BO,1579480665,61,83.28,-17.78,-57.77,2.82
948,kapoeta,5,SS,1579480665,24,79.88,4.77,33.59,6.35
949,nenagh,58,IE,1579480665,93,39.99,52.86,-8.2,5.82
950,ndola,98,ZM,1579480665,98,63.41,-12.96,28.64,6.02
951,kununurra,75,AU,1579480564,83,82.4,-15.77,128.73,2.24
952,nabire,83,ID,1579480665,93,77.56,-3.37,135.48,1.63
953,kamenka,100,RU,1579480665,91,28.0,51.32,42.77,5.01
954,rieti,97,IT,1579480665,85,48.0,42.41,12.86,7.9
955,tukrah,51,LY,1579480666,71,53.02,32.53,20.58,4.14
956,eckernforde,40,DE,1579480666,93,39.99,54.47,9.83,2.24
957,talaya,100,RU,1579480666,100,-29.76,61.38,152.75,0.11
958,clyde river,1,CA,1579480666,66,-29.2,70.47,-68.59,5.82
959,olga,47,RU,1579480666,64,24.13,43.74,135.29,14.14
960,pudozh,91,RU,1579480666,98,30.92,61.81,36.53,4.72
961,katsuura,0,JP,1579480666,61,51.01,35.13,140.3,2.24
962,deniliquin,39,AU,1579480666,55,75.78,-35.53,144.97,4.7
963,norsup,54,VU,1579480666,75,81.75,-16.07,167.38,12.82
964,ilulissat,67,GL,1579480653,71,5.0,69.22,-51.1,11.41
965,feodosiya,7,UA,1579480666,77,36.52,45.03,35.38,17.69
966,geraldton,40,AU,1579480666,69,75.2,-28.77,114.6,24.16
967,pryazha,99,RU,1579480666,90,32.0,61.69,33.62,11.18
968,hamilton,90,US,1579480634,66,17.01,39.18,-84.53,12.75
969,vuktyl,40,RU,1579480667,99,-8.91,63.86,57.31,2.84
970,talara,3,PE,1579480667,100,62.6,-4.58,-81.27,13.87
971,abonnema,22,NG,1579480667,78,73.4,4.71,6.79,4.63
972,hambantota,48,LK,1579480633,78,80.13,6.12,81.12,21.32
973,mari-turek,100,RU,1579480667,95,31.3,56.79,49.62,12.82
974,beyneu,80,KZ,1579480667,90,26.87,45.32,55.2,5.55
975,cartagena,11,CO,1579480529,74,80.6,10.4,-75.51,6.93
976,muros,75,ES,1579480667,78,50.0,42.78,-9.06,12.75
977,marsh harbour,65,BS,1579480513,67,73.04,26.54,-77.06,9.06
978,sungaipenuh,85,ID,1579480667,98,63.75,-2.08,101.38,1.88
979,preobrazheniye,31,RU,1579480668,66,17.89,42.9,133.91,5.37
980,mazyr,3,BY,1579480668,92,26.83,52.05,29.25,5.06
981,alice springs,0,AU,1579480668,20,82.4,-23.7,133.88,13.87
982,agnibilekrou,20,CI,1579480668,46,69.89,7.13,-3.2,2.39
983,kota belud,75,MY,1579480668,78,82.0,6.35,116.43,4.7
984,merritt,90,CA,1579480668,93,37.4,50.11,-120.79,3.36
985,poya,0,NC,1579480668,74,76.59,-21.35,165.15,9.8
986,esperance,0,AU,1579480548,59,66.2,-33.87,121.9,9.17
987,egvekinot,100,RU,1579480668,94,-14.49,66.32,-179.17,9.37
988,taltal,32,CL,1579480585,76,66.61,-25.4,-70.48,2.71
989,baruun-urt,0,MN,1579480668,86,-5.08,46.68,113.28,10.74
990,taoudenni,0,ML,1579480668,26,57.15,22.68,-3.98,1.39
991,high level,90,CA,1579480668,83,-4.0,58.52,-117.14,6.93
992,tres arroyos,33,AR,1579480669,33,81.07,-38.37,-60.28,11.43
993,ha tinh,99,VN,1579480669,93,65.55,18.33,105.9,10.29
994,kem,97,RU,1579480669,92,25.7,64.96,34.58,5.66
995,chicama,20,PE,1579480669,83,71.6,-7.84,-79.15,10.29
996,dali,1,CN,1579480669,87,31.46,25.7,100.18,1.79
997,ola,7,RU,1579480383,77,-9.71,59.58,151.28,5.06
998,rizhao,0,CN,1579480669,59,33.87,35.43,119.46,3.78
999,komsomolets,97,KZ,1579480670,94,13.48,53.75,62.07,9.1
1000,tombouctou,0,ML,1579480670,16,62.37,20.0,-3.0,6.04
1001,oistins,40,BB,1579480371,74,78.8,13.07,-59.53,18.34
1002,faya,0,SA,1579480670,57,53.6,18.39,42.45,4.7
1003,comal,1,US,1579480670,30,53.6,29.82,-98.3,8.05
1004,semey,99,KZ,1579480670,96,3.29,50.41,80.23,6.98
1005,porto novo,20,BJ,1579480670,83,82.4,6.5,2.6,5.82
1006,padang,79,ID,1579480670,93,68.67,-0.95,100.35,4.0
1007,yuli,22,NG,1579480670,35,71.73,9.7,10.27,8.95
1008,trabzon,75,TR,1579480670,75,46.4,40.92,39.83,3.36
1009,gulu,5,UG,1579480670,31,70.57,2.77,32.3,2.93
1010,khomeyn,0,IR,1579480670,84,24.44,33.64,50.08,4.72
1011,margate,26,GB,1579480630,68,39.0,51.38,1.39,3.36
1012,ngunguru,1,NZ,1579480671,65,82.99,-35.62,174.5,7.0
1013,berlevag,100,NO,1579480671,90,28.71,70.86,29.09,29.77
1014,pelym,0,RU,1579480671,97,-5.21,61.01,62.0,0.98
1015,sao joao da barra,69,BR,1579480608,84,74.86,-21.64,-41.05,12.59
1016,chihuahua,5,MX,1579480471,40,68.0,28.5,-106.0,5.82
1017,sisimiut,50,GL,1579480671,72,0.68,66.94,-53.67,17.85
1018,mecca,0,SA,1579480671,58,61.7,21.43,39.83,4.92
1019,bukan,97,IR,1579480671,97,25.07,36.52,46.21,1.79
1020,flin flon,5,CA,1579480671,83,-7.6,54.77,-101.86,3.36
1021,batagay,89,RU,1579480666,91,-24.52,67.63,134.63,3.13
1022,porto torres,100,IT,1579480671,66,51.8,40.84,8.4,13.87
1023,zhangye,0,CN,1579480671,52,16.16,38.93,100.45,0.83
1024,pontianak,83,ID,1579480672,96,75.63,-0.03,109.33,2.91
1025,west wendover,1,US,1579480672,55,35.6,40.74,-114.07,3.36
1026,green river,1,US,1579480672,68,24.8,41.53,-109.47,3.36
1027,kampene,100,CD,1579480672,95,67.98,-3.6,26.67,1.3
1028,sao jose da coroa grande,78,BR,1579480641,75,81.14,-8.9,-35.15,11.41
1029,ust-maya,94,RU,1579480385,98,-7.8,60.42,134.53,0.78
1030,siparia,75,TT,1579480672,94,75.2,10.13,-61.5,8.05
1031,gaoual,67,GN,1579480672,28,70.93,11.75,-13.2,3.0
1032,mananjary,100,MG,1579480672,95,75.63,-21.22,48.33,8.1
1033,havelock,5,US,1579480671,58,53.6,34.88,-76.9,11.41
1034,indiana,90,US,1579480672,78,15.01,40.0,-86.25,13.87
1035,nara,75,JP,1579480672,65,51.01,34.69,135.8,3.36
1036,rangoon,18,MM,1579480625,94,69.8,16.81,96.16,4.7
1037,port blair,0,IN,1579480434,78,80.4,11.67,92.75,14.9
1038,sistranda,75,NO,1579480673,81,44.6,63.73,8.83,25.28
1039,dahra,75,DZ,1579480673,100,48.2,36.25,0.85,4.7
1040,champerico,75,GT,1579480673,58,86.0,14.3,-91.92,6.93
1041,jalu,19,LY,1579480673,61,55.17,29.03,21.55,4.56
1042,zheleznodorozhnyy,75,RU,1579480673,86,36.0,55.75,38.0,6.71
1043,andenes,100,NO,1579480673,83,36.0,69.31,16.12,13.87
1044,grindavik,75,IS,1579480673,93,37.4,63.84,-22.43,16.11
1045,tevriz,0,RU,1579480673,96,-12.21,57.51,72.4,4.72
1046,jacareacanga,47,BR,1579480673,86,76.77,-6.22,-57.75,2.17
1047,coos bay,1,US,1579480673,81,55.0,43.37,-124.22,5.82
1048,kuusamo,90,FI,1579480673,92,21.2,65.97,29.18,1.12
1049,baraganul,90,RO,1579480673,68,35.01,44.8,27.52,8.05
1050,innisfail,50,AU,1579480674,54,88.0,-17.53,146.03,3.0
1051,parabel,29,RU,1579480384,90,-12.32,58.7,81.48,9.84
1052,polunochnoye,43,RU,1579480674,94,-5.73,60.87,60.42,0.81
1053,roma,90,US,1579480674,85,19.4,43.21,-75.46,12.75
1054,szczytno,90,PL,1579480674,86,37.4,53.56,20.99,2.24
1055,kandrian,100,PG,1579480674,87,80.82,-6.22,149.55,8.34
1056,yelizovo,0,RU,1579480674,70,1.4,53.19,158.38,6.71
1057,kieta,32,PG,1579480674,69,84.49,-6.22,155.63,4.92
1058,noumea,75,NC,1579480601,48,87.8,-22.28,166.46,11.41
1059,san cristobal,40,VE,1579480674,54,82.4,7.77,-72.22,4.7
1060,ayan,0,RU,1579480674,75,-3.93,56.45,138.17,7.92
1061,san jose,90,US,1579480444,58,57.0,37.34,-121.89,6.93
1062,port-cartier,75,CA,1579480675,70,3.99,50.03,-66.87,13.87
1063,yarim,0,YE,1579480675,45,50.02,14.3,44.38,3.42
1064,batagay-alyta,17,RU,1579480675,84,-17.55,67.8,130.41,2.13
1065,lata,0,PT,1579480675,29,50.0,40.16,-8.33,11.41
1066,peniche,0,PT,1579480675,26,50.0,39.36,-9.38,24.16
1067,ostroh,0,UA,1579480675,86,26.11,50.33,26.51,3.18
1068,banda aceh,38,ID,1579480675,89,73.26,5.56,95.32,4.83
1069,udachnyy,55,RU,1579480675,82,-16.6,66.42,112.4,6.71
1070,komsomolskiy,100,UZ,1579480675,73,30.2,40.43,71.72,4.7
1071,port hardy,90,CA,1579480571,87,46.4,50.7,-127.42,26.4
1072,huambo,30,AO,1579480675,92,58.75,-12.78,15.74,2.68
1073,vila velha,75,BR,1579480676,78,80.01,-20.33,-40.29,11.41
1074,salekhard,67,RU,1579480676,80,12.81,66.53,66.6,20.54
1075,chumikan,0,RU,1579480676,89,-8.05,54.72,135.31,5.08
1076,abalak,3,RU,1579480676,86,-8.84,58.13,68.59,3.56
1077,amarillo,1,US,1579480676,38,44.01,35.22,-101.83,6.93
1078,wewak,99,PG,1579480676,86,79.12,-3.55,143.63,6.87
1079,muzhi,88,RU,1579480676,78,11.48,65.37,64.67,17.47
1080,tazovskiy,45,RU,1579480651,97,-27.35,67.47,78.7,7.65
1081,diksmuide,6,BE,1579480676,93,44.01,51.03,2.87,1.12
1082,vestmannaeyjar,100,IS,1579480676,78,43.48,63.44,-20.27,26.8
1083,ambovombe,95,MG,1579480676,93,72.03,-25.17,46.08,0.78
1084,tashla,100,RU,1579480676,96,27.14,51.77,52.74,9.35
1085,warangal,0,IN,1579480676,77,66.54,18.0,79.58,1.34
1086,weligama,69,LK,1579480677,92,73.54,5.97,80.42,6.55
1087,bambanglipuro,81,ID,1579480677,77,78.03,-7.95,110.28,2.37
1088,namangan,100,UZ,1579480677,68,30.2,41.0,71.67,4.14
1089,prince rupert,90,CA,1579480677,93,37.4,54.32,-130.32,9.17
1090,lyudinovo,58,RU,1579480677,97,25.48,53.87,34.45,5.03
1091,rocha,7,UY,1579480677,82,70.59,-34.48,-54.33,8.95
1092,muyezerskiy,98,RU,1579480677,93,24.6,63.93,31.65,7.49
1093,jiwani,17,PK,1579480677,60,69.84,25.05,61.74,2.37
1094,ponta delgada,40,PT,1579480655,93,62.6,37.73,-25.67,12.75
1095,makakilo city,75,US,1579480476,45,82.4,21.35,-158.09,9.17
1096,fomboni,100,KM,1579480677,80,84.13,-12.28,43.74,23.22
1097,beihai,97,CN,1579480456,80,58.17,21.48,109.1,8.93
1098,klyuchi,63,RU,1579480678,99,-10.28,52.27,79.17,6.76
1099,xiaoweizhai,100,CN,1579480678,82,42.1,26.19,107.51,2.13
1100,tulsipur,0,NP,1579480678,63,44.53,28.13,82.3,4.29
1101,port lincoln,94,AU,1579480678,69,62.85,-34.73,135.87,15.75
1102,kaitangata,73,NZ,1579480678,77,66.0,-46.28,169.85,7.0
1103,olinda,20,BR,1579480678,69,82.4,-8.01,-34.86,6.93
1104,belyy yar,67,RU,1579480678,84,8.6,53.6,91.39,2.24
1105,shaunavon,74,CA,1579480678,94,2.5,49.65,-108.42,11.77
1106,kencong,76,ID,1579480678,78,79.32,-8.28,113.37,5.91
1107,broome,90,US,1579480678,78,21.99,42.25,-75.83,12.75
1108,los llanos de aridane,75,ES,1579480679,77,64.4,28.66,-17.92,9.17
1109,barreirinhas,100,BR,1579480679,96,75.15,-2.75,-42.83,4.76
1110,bandrele,100,YT,1579480679,81,83.88,-12.91,45.19,23.53
1111,henties bay,0,NA,1579480679,86,64.99,-22.12,14.28,1.99
1112,antalaha,100,MG,1579480679,86,79.05,-14.9,50.28,3.98
1113,ridgecrest,1,US,1579480495,24,60.01,35.62,-117.67,4.7
1114,cam ranh,20,VN,1579480679,73,73.4,11.92,109.16,5.82
1115,surin,13,TH,1579480657,77,72.0,14.88,103.49,6.93
1116,maitum,75,PH,1579480679,78,78.8,6.04,124.5,4.7
1117,sechura,16,PE,1579480679,82,72.18,-5.56,-80.82,14.43
1118,itaituba,99,BR,1579480680,85,77.85,-4.28,-55.98,0.43
1119,evensk,19,RU,1579480680,69,-13.92,61.95,159.23,7.31
1120,mildura,40,AU,1579480680,60,72.0,-34.2,142.15,9.17
1121,benguela,0,AO,1579480680,70,78.04,-12.58,13.41,3.4
1122,conakry,69,GN,1579480680,78,82.4,9.54,-13.68,6.93
1123,guerrero negro,88,MX,1579480680,31,68.72,27.98,-114.06,10.76
1124,zverinogolovskoye,100,RU,1579480680,94,13.42,54.46,64.85,10.96
1125,mitsamiouli,100,KM,1579480680,83,82.94,-11.38,43.28,24.67
1126,masuda,75,JP,1579480680,80,52.0,34.67,131.85,16.11
1127,salina cruz,50,MX,1579480680,69,80.42,16.17,-95.2,42.08
1128,da nang,40,VN,1579480449,93,66.2,16.07,108.22,1.1
1129,morant bay,20,JM,1579480680,65,82.4,17.88,-76.41,12.75
1130,pacific grove,1,US,1579480681,62,57.2,36.62,-121.92,3.47
1131,manicore,87,BR,1579480681,96,75.87,-5.81,-61.3,2.53
1132,talnakh,40,RU,1579480384,75,-20.2,69.49,88.4,13.42
1133,manono,93,CD,1579480681,96,66.34,-7.3,27.42,2.84
1134,solnechnyy,0,RU,1579480681,95,-6.23,50.72,136.63,1.01
1135,saint-pierre,75,RE,1579480681,83,78.8,-21.34,55.48,4.7
1136,mianwali,84,PK,1579480681,37,51.64,32.57,71.53,2.62
1137,helong,64,CN,1579480681,90,5.49,42.54,129.0,5.28
1138,gizycko,47,PL,1579480681,93,32.99,54.04,21.76,6.2
1139,pokhara,0,NP,1579480681,56,43.92,28.23,83.98,2.8
1140,tautira,75,PF,1579480681,74,86.0,-17.73,-149.15,8.05
1141,beroroha,100,MG,1579480681,93,74.64,-21.67,45.17,8.7
1142,shimoda,20,JP,1579480681,54,53.6,34.67,138.95,5.82
1143,ranghulu,100,CN,1579480682,96,-3.98,46.65,124.87,3.38
1144,atherton,54,GB,1579480682,82,39.2,53.52,-2.49,1.12
1145,adrar,0,MR,1579480653,21,60.62,20.5,-10.07,8.95
1146,vulcan,6,RO,1579480682,87,19.26,45.38,23.27,1.41
1147,ihosy,100,MG,1579480682,96,68.29,-22.4,46.12,3.47
1148,leningradskiy,100,RU,1579480682,98,-5.3,69.38,178.42,7.56
1149,samarai,49,PG,1579480682,56,88.34,-10.62,150.67,5.01
1150,sindor,62,RU,1579480682,90,-2.69,62.86,51.89,5.17
1151,ulaanbaatar,17,MN,1579480628,67,-23.8,47.91,106.88,5.75
1152,kirensk,89,RU,1579480682,91,-9.38,57.79,108.11,5.57
1153,anisoc,71,GQ,1579480682,95,69.98,1.87,10.77,1.45
1154,qingyuan,90,CN,1579480682,62,57.99,23.7,113.03,4.47
1155,zalantun,100,CN,1579480682,86,-0.51,48.0,122.72,3.69
1156,shimoga,36,IN,1579480682,75,65.95,13.92,75.57,4.45
1157,kentau,100,KZ,1579480683,99,28.65,43.52,68.51,4.43
1158,destin,1,US,1579480468,37,50.0,30.39,-86.5,14.99
1159,escarcega,60,MX,1579480683,77,75.04,18.61,-90.75,2.1
